source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
Collecting duct intercalated cell	C8	COL6A3	SDC4	0.0443649465281926	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C12	COL4A1	ITGAV_ITGB8	0.0443391274754704	0	COL4A1_ITGAV_ITGB8	COL4A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C16	COL6A3	ITGAV_ITGB8	0.0441299052243993	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C11	LAMA5	ITGAV_ITGB8	0.0441090727589762	0	LAMA5_ITGAV_ITGB8	LAMA5 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C8	Thick ascending limb (TAL) / loop of Henle	COL4A4	ITGAV_ITGB8	0.0437090357418098	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C12	COL6A3	ITGAV_ITGB8	0.0436988960383473	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C12	COL6A3	ITGAV_ITGB8	0.0434811656793819	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C12	COL4A3	ITGAV_ITGB8	0.0430873428516345	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	Thick ascending limb (TAL) / loop of Henle	COL4A5	ITGAV_ITGB8	0.0430327608751771	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C12	COL4A5	ITGAV_ITGB8	0.0430038145646297	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C12	COL6A3	ITGAV_ITGB8	0.0430038145646297	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C16	LAMB1	ITGAV_ITGB8	0.0428788009777076	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C10	C16	COL4A3	SDC4	0.0426747632240072	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct principal cell	C16	COL6A3	ITGAV_ITGB8	0.042569696211205	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C8	COL6A3	SDC4	0.0425315958208901	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	Collecting duct intercalated cell	COL4A3	SDC4	0.0424676585112975	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C12	COL4A3	ITGAV_ITGB8	0.0422276877252449	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C11	COL6A3	ITGAV_ITGB8	0.0421903060925819	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C12	LAMA5	ITGAV_ITGB8	0.042183139473464	0	LAMA5_ITGAV_ITGB8	LAMA5 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C5	C12	COL4A4	ITGAV_ITGB8	0.0420502077034483	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C10	COL4A3	SDC4	0.0420039969727881	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C16	COL4A3	ITGA2_ITGB1	0.0418818046161866	0	COL4A3_ITGA2_ITGB1	COL4A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C12	COL4A2	ITGAV_ITGB8	0.0417781969437606	0	COL4A2_ITGAV_ITGB8	COL4A2 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C4	C12	COL6A3	ITGAV_ITGB8	0.0415426636832261	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C16	COL4A3	ITGAV_ITGB8	0.0414879247028597	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C5	COL4A3	SDC4	0.0410809311444001	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C12	COL4A4	ITGAV_ITGB8	0.0410414101164809	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C11	COL6A3	ITGAV_ITGB8	0.040443017736655	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	C12	COL6A2	ITGAV_ITGB8	0.0404313642324793	0	COL6A2_ITGAV_ITGB8	COL6A2 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C8	COL4A4	SDC4	0.0402880499986855	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C12	LAMB1	ITGAV_ITGB8	0.0401164461820228	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C10	C16	COL4A4	ITGAV_ITGB8	0.0400623921896678	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C16	COL6A1	ITGAV_ITGB8	0.0400112515170253	0	COL6A1_ITGAV_ITGB8	COL6A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C18	C12	COL6A3	ITGAV_ITGB8	0.0398672898266935	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C8	COL4A5	SDC4	0.0396625100039755	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct principal cell	C16	LAMB1	ITGA2_ITGB1	0.039653977422564	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C16	COL6A3	ITGA2_ITGB1	0.0394767532753847	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C16	COL6A3	ITGA2_ITGB1	0.0388160088774393	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C9	C16	COL6A3	ITGAV_ITGB8	0.0384908832318125	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C12	COL4A5	ITGAV_ITGB8	0.0383551711609064	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C11	COL4A4	ITGAV_ITGB8	0.0383052369559059	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C16	LAMB1	ITGAV_ITGB8	0.0382460735511201	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C9	C16	LAMB1	ITGAV_ITGB8	0.038238719914654	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C8	Thick ascending limb (TAL) / loop of Henle	COL6A1	ITGAV_ITGB8	0.038134012364311	0	COL6A1_ITGAV_ITGB8	COL6A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C12	LAMA1	ITGAV_ITGB8	0.0380653793702677	0	LAMA1_ITGAV_ITGB8	LAMA1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C13	C12	COL4A2	ITGAV_ITGB8	0.0380028200709541	0	COL4A2_ITGAV_ITGB8	COL4A2 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C16	LAMB1	ITGA2_ITGB1	0.0377096128850228	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C16	C11	COL4A5	ITGAV_ITGB8	0.0377092738086082	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	Collecting duct intercalated cell	COL4A3	SDC1	0.0376820279527362	0	COL4A3_SDC1	COL4A3 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct principal cell	C16	COL6A3	ITGA2_ITGB1	0.037436314259566	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C16	COL4A4	ITGAV_ITGB8	0.0374030586329941	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C12	LAMB1	ITGAV_ITGB8	0.0367936885825674	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C11	C12	COL4A1	ITGAV_ITGB8	0.0367733033018814	0	COL4A1_ITGAV_ITGB8	COL4A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C8	COL4A3	ITGAV_ITGB8	0.0367286282243805	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C4	FGF1	FGFR3	0.0365947544244412	0	FGF1_FGFR3	FGF1 - FGFR3	FGF	Secreted Signaling	PMC: 4393358
C8	C16	COL6A3	ITGAV_ITGB8	0.0365927646393005	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C19	COL4A4	SDC4	0.0365406045490768	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C16	COL4A3	ITGA2_ITGB1	0.0364800207500038	0	COL4A3_ITGA2_ITGB1	COL4A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct principal cell	C12	COL4A5	ITGAV_ITGB8	0.0362159084202252	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C12	COL4A3	ITGAV_ITGB8	0.0360959811812904	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C12	COL4A5	ITGAV_ITGB8	0.0359859972164436	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C16	COL6A3	ITGAV_ITGB8	0.0359070045929017	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C16	COL6A3	ITGAV_ITGB8	0.0358205610803797	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C12	COL4A4	ITGAV_ITGB8	0.035793813454049	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C12	COL4A2	ITGAV_ITGB8	0.0356017641742868	0	COL4A2_ITGAV_ITGB8	COL4A2 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C8	SPP1	ITGAV_ITGB6	0.0354756949288077	0	SPP1_ITGAV_ITGB6	SPP1 - (ITGAV+ITGB6)	SPP1	Secreted Signaling	PMID: 21907263
C10	C16	COL4A4	ITGA2_ITGB1	0.0352202379609633	0	COL4A4_ITGA2_ITGB1	COL4A4 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C16	COL6A1	ITGA2_ITGB1	0.035175051926889	0	COL6A1_ITGA2_ITGB1	COL6A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C12	COL4A3	ITGAV_ITGB8	0.0351644120836207	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C8	COL6A1	SDC4	0.0351333375004507	0	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	Epithelial progenitor-like / repair state (provisional)	FGF1	FGFR3	0.0350692306756118	0	FGF1_FGFR3	FGF1 - FGFR3	FGF	Secreted Signaling	PMC: 4393358
C5	C16	COL6A1	ITGAV_ITGB8	0.0349691059513983	0	COL6A1_ITGAV_ITGB8	COL6A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C12	COL4A1	ITGAV_ITGB8	0.0349659208724292	0	COL4A1_ITGAV_ITGB8	COL4A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C16	COL6A3	ITGAV_ITGB8	0.0349105181473027	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C19	C12	COL6A3	ITGAV_ITGB8	0.0348233561593903	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C9	COL4A4	ITGA2_ITGB1	0.0348003107393594	0	COL4A4_ITGA2_ITGB1	COL4A4 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C16	LAMA5	ITGAV_ITGB8	0.0344647323277564	0	LAMA5_ITGAV_ITGB8	LAMA5 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C16	C12	COL4A3	ITGAV_ITGB8	0.0342511851184805	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C19	COL4A3	SDC4	0.0341925987677169	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C9	COL4A4	SDC4	0.0340577253047928	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C12	COL4A3	ITGAV_ITGB8	0.033846377559647	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C9	C16	COL6A3	ITGA2_ITGB1	0.0338319756851275	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C16	LAMB1	ITGA2_ITGB1	0.033615761620741	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C9	C16	LAMB1	ITGA2_ITGB1	0.0336092671506098	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C10	C12	COL6A1	ITGAV_ITGB8	0.0335402949245967	0	COL6A1_ITGAV_ITGB8	COL6A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C12	LAMB1	ITGAV_ITGB8	0.0335374694472152	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C8	C11	COL6A1	ITGAV_ITGB8	0.0333953904609401	0	COL6A1_ITGAV_ITGB8	COL6A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C8	COL4A3	ITGA2_ITGB1	0.0329879639810826	0	COL4A3_ITGA2_ITGB1	COL4A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C16	COL6A3	ITGAV_ITGB8	0.0329510373085451	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C12	COL4A4	ITGAV_ITGB8	0.0329026821354423	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C16	COL4A4	ITGA2_ITGB1	0.0328713191447477	0	COL4A4_ITGA2_ITGB1	COL4A4 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C9	COL4A3	ITGA2_ITGB1	0.0325603525709259	0	COL4A3_ITGA2_ITGB1	COL4A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C8	COL4A3	ITGA3_ITGB1	0.0324860597669516	0	COL4A3_ITGA3_ITGB1	COL4A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C12	LAMB1	ITGAV_ITGB8	0.0323095966001727	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C19	COL6A3	SDC4	0.0322142520014783	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C16	COL6A3	ITGA2_ITGB1	0.0321559204742895	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C16	COL4A4	SDC4	0.0321152260665541	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C9	C11	GDF15	TGFBR2	0.0320991727444654	0	GDF15_TGFBR2	GDF15 - TGFBR2	GDF	Secreted Signaling	KEGG: hsa04350
C13	C9	COL4A3	SDC4	0.0318639864953763	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C12	COL4A4	ITGAV_ITGB8	0.0318228426955963	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	Collecting duct intercalated cell	COL4A3	ITGA1_ITGB1	0.0316803638810138	0	COL4A3_ITGA1_ITGB1	COL4A3 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C19	COL6A3	SDC4	0.0316710560823717	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C16	COL6A3	ITGAV_ITGB8	0.0315737746610241	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C16	COL6A3	ITGA2_ITGB1	0.0315505852922136	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C16	COL6A3	ITGA2_ITGB1	0.0314742871545294	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C12	COL4A1	ITGAV_ITGB8	0.0308459909586461	0	COL4A1_ITGAV_ITGB8	COL4A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct principal cell	C9	LAMB1	ITGA2_ITGB1	0.0308124174346739	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C5	C16	COL6A1	ITGA2_ITGB1	0.0307228510778715	0	COL6A1_ITGA2_ITGB1	COL6A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C12	LAMB1	ITGAV_ITGB8	0.0306966155629814	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C9	COL6A3	ITGA2_ITGB1	0.0306734464474231	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C16	COL6A3	ITGA2_ITGB1	0.0306711514087979	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	Epithelial progenitor-like / repair state (provisional)	CD46	JAG1	0.0306554843297037	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
Collecting duct principal cell	C19	COL6A3	SDC4	0.0305372565135036	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C9	C12	COL4A3	ITGAV_ITGB8	0.0302976875377097	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C16	LAMA5	ITGA2_ITGB1	0.0302778013400305	0	LAMA5_ITGA2_ITGB1	LAMA5 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C13	C9	COL6A3	ITGA2_ITGB1	0.0301554220056433	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C18	APP	CD74	0.0300930293801975	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
C13	C16	COL4A3	SDC4	0.0300427167269807	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C9	COL6A3	SDC4	0.0300161834313888	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	Epithelial progenitor-like / repair state (provisional)	EGF	EGFR	0.0299681979435552	0	EGF_EGFR	EGF - EGFR	EGF	Secreted Signaling	KEGG: hsa04012
C8	C16	COL4A4	ITGAV_ITGB8	0.0298902101757002	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C19	COL4A3	SDC4	0.0297517491056473	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C12	LAMB1	ITGAV_ITGB8	0.0297408220041479	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C8	C12	COL4A2	ITGAV_ITGB8	0.029710754559346	0	COL4A2_ITGAV_ITGB8	COL4A2 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C12	COL4A5	ITGAV_ITGB8	0.0296311457675272	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	Injured tubular epithelial program (mixed)	VEGFA	FLT1	0.029625903795128	0	VEGFA_VEGFR1	VEGFA - VEGFR1	VEGF	Secreted Signaling	KEGG: hsa04370; PMID: 16633338
C8	C14	EGF	EGFR	0.0296097747258394	0	EGF_EGFR	EGF - EGFR	EGF	Secreted Signaling	KEGG: hsa04012
C12	C13	FGF1	FGFR3	0.0295337786225945	0	FGF1_FGFR3	FGF1 - FGFR3	FGF	Secreted Signaling	PMC: 4393358
C13	C9	COL6A3	SDC4	0.0295089211720489	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C1	Thick ascending limb (TAL) / loop of Henle	LAMB1	ITGAV_ITGB8	0.0294694750452773	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C16	C16	COL4A5	ITGAV_ITGB8	0.029421164931545	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C9	LAMB1	ITGA2_ITGB1	0.0292883618784076	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Collecting duct principal cell	C11	GDF15	TGFBR2	0.0292103306338529	0	GDF15_TGFBR2	GDF15 - TGFBR2	GDF	Secreted Signaling	KEGG: hsa04350
Collecting duct principal cell	C9	COL6A3	ITGA2_ITGB1	0.0290742518542721	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	C12	LAMB1	ITGAV_ITGB8	0.0289920569504947	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C3	Thick ascending limb (TAL) / loop of Henle	COL4A3	ITGAV_ITGB8	0.0289652000410831	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C16	COL6A3	ITGA2_ITGB1	0.028942484587656	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	Thick ascending limb (TAL) / loop of Henle	COL4A3	ITGAV_ITGB8	0.02882948710861	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C19	COL4A4	SDC4	0.0287173919468417	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C19	COL6A1	SDC4	0.0286803007704965	0	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
